Area,Element,Item,Year,Value
World,Emissions (CO2eq) from CH4,Agriculture total,2015,2918762.025
World,Emissions (CH4),Enteric Fermentation,2015,98417.8333
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2015,2066774.498
World,Emissions (CH4),Manure Management,2015,9773.1117
World,Emissions (CO2eq) from CH4,Manure Management,2015,205235.3452
World,Emissions (CH4),Rice Cultivation,2015,24585.8111
World,Emissions (CO2eq) from CH4,Rice Cultivation,2015,516302.0327
World,Emissions (CO2eq) from CH4,Burning - Savanna,2015,108530.7885
World,Emissions (CH4),Burning - Savanna,2015,5168.1328
World,Emissions (CH4),Burning - Crop residues,2015,1043.7791
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2015,21919.3607
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2016,22202.8212
World,Emissions (CH4),Burning - Crop residues,2016,1057.2772
World,Emissions (CH4),Burning - Savanna,2016,4739.2126
World,Emissions (CO2eq) from CH4,Burning - Savanna,2016,99523.4646
World,Emissions (CO2eq) from CH4,Rice Cultivation,2016,525336.9266
World,Emissions (CH4),Rice Cultivation,2016,25016.0441
World,Emissions (CO2eq) from CH4,Manure Management,2016,207407.0014
World,Emissions (CH4),Manure Management,2016,9876.5239
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2016,2093665.468
World,Emissions (CH4),Enteric Fermentation,2016,99698.3556
World,Emissions (CO2eq) from CH4,Agriculture total,2016,2948135.682
World,Emissions (CH4),Agriculture total,2016,140387.4134
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2016,284.7667
Canada,Emissions (CH4),Burning - Savanna,2016,3.2327
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2016,67.8877
Canada,Emissions (CH4),Burning - Crop residues,2016,13.5603
Canada,Emissions (CO2eq) from CH4,Manure Management,2016,4524.5921
Canada,Emissions (CH4),Manure Management,2016,215.4568
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2016,15117.4253
Canada,Emissions (CH4),Enteric Fermentation,2016,719.8774
Canada,Emissions (CO2eq) from CH4,Agriculture total,2016,19994.6718
Canada,Emissions (CH4),Agriculture total,2016,952.1272
United States of America,Emissions (CH4),Burning - Savanna,2016,22.8563
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2016,479.9832
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2016,2445.5392
United States of America,Emissions (CH4),Burning - Crop residues,2016,116.4542
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2016,9211.902
United States of America,Emissions (CH4),Rice Cultivation,2016,438.662
United States of America,Emissions (CO2eq) from CH4,Manure Management,2016,30047.7268
United States of America,Emissions (CH4),Manure Management,2016,1430.8441
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2016,124364.0763
United States of America,Emissions (CH4),Enteric Fermentation,2016,5922.0989
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2016,166549.2275
United States of America,Emissions (CH4),Agriculture total,2016,7930.9156
United States of America,Emissions (CH4),Agriculture total,2017,7950.5177
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2017,166960.8718
United States of America,Emissions (CH4),Enteric Fermentation,2017,6022.3294
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2017,126468.9166
United States of America,Emissions (CH4),Manure Management,2017,1455.6968
United States of America,Emissions (CO2eq) from CH4,Manure Management,2017,30569.6331
United States of America,Emissions (CH4),Rice Cultivation,2017,336.2555
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2017,7061.3655
United States of America,Emissions (CH4),Burning - Crop residues,2017,108.8629
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2017,2286.1199
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2017,574.8366
United States of America,Emissions (CH4),Burning - Savanna,2017,27.3732
Canada,Emissions (CH4),Agriculture total,2017,961.4504
Canada,Emissions (CO2eq) from CH4,Agriculture total,2017,20190.4591
Canada,Emissions (CH4),Enteric Fermentation,2017,715.976
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2017,15035.4952
Canada,Emissions (CH4),Manure Management,2017,218.72
Canada,Emissions (CO2eq) from CH4,Manure Management,2017,4593.1202
Canada,Emissions (CH4),Burning - Crop residues,2017,13.375
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2017,280.9679
Canada,Emissions (CH4),Burning - Savanna,2017,13.3794
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2017,280.8759
World,Emissions (CH4),Agriculture total,2017,142104.4863
World,Emissions (CO2eq) from CH4,Agriculture total,2017,2984194.212
World,Emissions (CH4),Enteric Fermentation,2017,100003.6388
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2017,2100076.416
World,Emissions (CH4),Manure Management,2017,9895.2903
World,Emissions (CO2eq) from CH4,Manure Management,2017,207801.0972
World,Emissions (CH4),Rice Cultivation,2017,25392.642
World,Emissions (CO2eq) from CH4,Rice Cultivation,2017,533245.4818
World,Emissions (CO2eq) from CH4,Burning - Savanna,2017,120761.1742
World,Emissions (CH4),Burning - Savanna,2017,5750.5321
World,Emissions (CH4),Burning - Crop residues,2017,1062.383
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2017,22310.0428
